Cliente 10;08/02/2013 00:17:00;00:05:43;955;
Cliente 11;08/02/2013 00:17:12;00:02:05;608;
Cliente 12;08/02/2013 00:17:38;00:04:17;1198;
Cliente 13;08/02/2013 00:18:00;00:02:22;910;
Cliente 14;08/02/2013 00:18:26;00:01:02;314;
Cliente 15;08/02/2013 00:18:39;00:01:32;473;
Cliente 16;08/02/2013 00:19:04;00:03:17;1234;
Cliente 17;08/02/2013 00:19:28;00:02:20;878;
Cliente 18;08/02/2013 00:19:52;00:00:38;307;
Cliente 19;08/02/2013 00:20:03;00:03:36;1451;
Cliente 2;08/02/2013 00:20:30;00:00:58;320;
Cliente 20;08/02/2013 00:20:52;00:02:46;803;
Cliente 21;08/02/2013 00:21:15;00:04:03;1182;
Cliente 22;08/02/2013 00:21:30;00:00:00;0;
Cliente 23;08/02/2013 00:21:54;00:00:00;0;
Cliente 24;08/02/2013 00:22:20;00:02:48;942;
Cliente 25;08/02/2013 00:22:43;00:04:51;1671;
Cliente 26;08/02/2013 00:22:56;00:02:17;641;
Cliente 27;08/02/2013 00:23:21;00:05:51;739;
Cliente 28;08/02/2013 00:23:38;00:03:45;858;
Cliente 29;08/02/2013 00:24:07;00:24:16;6476;
Cliente 3;08/02/2013 00:24:22;00:02:21;532;
Cliente 30;08/02/2013 00:24:41;00:03:14;1080;
Cliente 31;08/02/2013 00:24:56;00:04:26;1576;
Cliente 32;08/02/2013 00:25:10;00:02:43;993;
Cliente 33;08/02/2013 00:25:23;00:03:54;1283;
Cliente 34;08/02/2013 00:25:42;00:02:52;983;
Cliente 35;08/02/2013 00:25:59;00:03:00;789;
Cliente 36;08/02/2013 00:26:12;00:02:44;827;
Cliente 37;08/02/2013 00:26:31;00:04:41;1353;
Cliente 38;08/02/2013 00:26:43;00:03:27;1101;
Cliente 39;08/02/2013 00:27:00;00:03:16;1054;
Cliente 4;08/02/2013 00:27:13;00:13:20;1913;
Cliente 40;08/02/2013 00:27:33;00:03:21;915;
Cliente 5;08/02/2013 00:27:46;00:02:48;1034;
Cliente 6;08/02/2013 00:28:01;00:10:37;4663;
Cliente 7;08/02/2013 00:28:16;00:04:09;1317;
Cliente 8;08/02/2013 00:28:35;00:06:17;2336;
Cliente 9;08/02/2013 00:28:47;00:04:01;2356;
Cliente1;08/02/2013 00:29:03;00:03:51;1568;
Taxista100;08/02/2013 00:29:27;00:05:35;2165;
Taxista101;08/02/2013 00:29:40;00:00:28;201;
Taxista102;08/02/2013 00:29:59;00:03:41;1371;
Taxista103;08/02/2013 00:30:13;00:04:03;1182;
Taxista104;08/02/2013 00:30:29;00:03:28;1045;
Taxista105;08/02/2013 00:30:54;00:03:46;1159;
Taxista106;08/02/2013 00:31:08;00:11:34;4851;
Taxista107;08/02/2013 00:31:25;00:00:00;0;
Taxista108;08/02/2013 00:31:38;00:07:35;2888;
Taxista109;08/02/2013 00:31:55;00:03:39;1227;

Tempo médio: 00:00:00


Aperte ENTER para finalizar..